id,name,category,supplier,status,type
BC-09-15,Battery Management Board,Power Batteries & Charging,Amazon,Source & stock to verify,Affiliate / partner listing
BC-09-16,LiPo Charger Board,Power Batteries & Charging,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-09-17,USB Battery Charger,Power Batteries & Charging,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-09-18,Power Bank Module,Power Batteries & Charging,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-09-19,UPS Battery Board,Power Batteries & Charging,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-09-20,Power Distribution Board,Power Batteries & Charging,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-09-21,DC-DC Buck Converter,Power Batteries & Charging,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-09-22,DC-DC Boost Converter,Power Batteries & Charging,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-09-23,Buck-Boost Converter,Power Batteries & Charging,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-09-24,USB Power Switch,Power Batteries & Charging,eBay,Source & stock to verify,Affiliate / partner listing
BC-09-25,Inline Power Switch,Power Batteries & Charging,Amazon,Source & stock to verify,Affiliate / partner listing
BC-09-26,Power Monitor Board,Power Batteries & Charging,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-09-27,Current Sensor Module,Power Batteries & Charging,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-09-28,Voltage Sensor Module,Power Batteries & Charging,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-09-29,Fuse Holder Kit,Power Batteries & Charging,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-09-30,Robot Power Wiring Kit,Power Batteries & Charging,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-10-01,USB-C Cable,Cables Connectors & Wiring,eBay,Source & stock to verify,Affiliate / partner listing
BC-10-02,Micro USB Cable,Cables Connectors & Wiring,Amazon,Source & stock to verify,Affiliate / partner listing
BC-10-03,USB-A to USB-C Cable,Cables Connectors & Wiring,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-10-04,USB-A to Micro USB Cable,Cables Connectors & Wiring,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-10-05,HDMI Cable,Cables Connectors & Wiring,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-10-06,Micro HDMI Cable,Cables Connectors & Wiring,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-10-07,Ethernet Cable,Cables Connectors & Wiring,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-10-08,GPIO Ribbon Cable,Cables Connectors & Wiring,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-10-09,Jumper Wire Male-Male,Cables Connectors & Wiring,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-10-10,Jumper Wire Male-Female,Cables Connectors & Wiring,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-10-11,Jumper Wire Female-Female,Cables Connectors & Wiring,eBay,Source & stock to verify,Affiliate / partner listing
BC-10-12,Servo Extension Cable,Cables Connectors & Wiring,Amazon,Source & stock to verify,Affiliate / partner listing
BC-10-13,Motor Cable,Cables Connectors & Wiring,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-10-14,Battery Cable,Cables Connectors & Wiring,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-10-15,Dupont Connector Set,Cables Connectors & Wiring,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-10-16,JST Connector Set,Cables Connectors & Wiring,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-10-17,XT30 Connector Set,Cables Connectors & Wiring,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-10-18,XT60 Connector Set,Cables Connectors & Wiring,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-10-19,Screw Terminal Set,Cables Connectors & Wiring,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-10-20,Terminal Block Set,Cables Connectors & Wiring,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-10-21,Breadboard Wire Kit,Cables Connectors & Wiring,eBay,Source & stock to verify,Affiliate / partner listing
BC-10-22,Silicone Wire Kit,Cables Connectors & Wiring,Amazon,Source & stock to verify,Affiliate / partner listing
BC-10-23,Hook-Up Wire Kit,Cables Connectors & Wiring,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-10-24,Crimp Housing Set,Cables Connectors & Wiring,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-10-25,Pin Header Set,Cables Connectors & Wiring,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-10-26,Female Header Set,Cables Connectors & Wiring,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-10-27,Right-Angle Header Set,Cables Connectors & Wiring,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-10-28,GPIO Cable Management Kit,Cables Connectors & Wiring,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-10-29,Cable Tie Set,Cables Connectors & Wiring,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-10-30,Robot Wiring Kit,Cables Connectors & Wiring,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-11-01,2DOF Robot Arm,Robotic Arms & Grippers,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-11-02,4DOF Robot Arm,Robotic Arms & Grippers,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-11-03,5DOF Robot Arm,Robotic Arms & Grippers,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-11-04,6DOF Robot Arm,Robotic Arms & Grippers,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-11-05,Desktop Robot Arm,Robotic Arms & Grippers,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-11-06,Educational Robot Arm,Robotic Arms & Grippers,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-11-07,Servo Robot Arm,Robotic Arms & Grippers,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-11-08,Smart Robot Arm,Robotic Arms & Grippers,eBay,Source & stock to verify,Affiliate / partner listing
BC-11-09,Aluminium Robot Arm,Robotic Arms & Grippers,Amazon,Source & stock to verify,Affiliate / partner listing
BC-11-10,Acrylic Robot Arm,Robotic Arms & Grippers,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-11-11,Mini Robot Gripper,Robotic Arms & Grippers,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-11-12,Parallel Gripper,Robotic Arms & Grippers,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-11-13,Servo Gripper,Robotic Arms & Grippers,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-11-14,Electric Gripper,Robotic Arms & Grippers,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-11-15,Vacuum Gripper,Robotic Arms & Grippers,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-11-16,Soft Gripper,Robotic Arms & Grippers,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-11-17,Two-Finger Gripper,Robotic Arms & Grippers,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-11-18,Four-Finger Gripper,Robotic Arms & Grippers,eBay,Source & stock to verify,Affiliate / partner listing
BC-11-19,Gripper Mount,Robotic Arms & Grippers,Amazon,Source & stock to verify,Affiliate / partner listing
BC-11-20,Arm Base Plate,Robotic Arms & Grippers,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-11-21,Servo Joint Module,Robotic Arms & Grippers,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-11-22,Robot Arm Link,Robotic Arms & Grippers,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-11-23,Robot Arm Bracket,Robotic Arms & Grippers,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-11-24,Robot Arm Cable Set,Robotic Arms & Grippers,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-11-25,Robot Arm Controller,Robotic Arms & Grippers,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-11-26,Robot Arm End-Effector Kit,Robotic Arms & Grippers,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-11-27,Robot Arm Calibration Kit,Robotic Arms & Grippers,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-11-28,Robot Arm Expansion Kit,Robotic Arms & Grippers,eBay,Source & stock to verify,Affiliate / partner listing
BC-11-29,Robot Arm Workspace Mat,Robotic Arms & Grippers,Amazon,Source & stock to verify,Affiliate / partner listing
BC-11-30,Robot Arm Spare Hardware,Robotic Arms & Grippers,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-12-01,2.4-inch SPI Display,Displays & Interfaces,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-12-02,2.8-inch SPI Display,Displays & Interfaces,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-12-03,3.5-inch SPI Display,Displays & Interfaces,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-12-04,5-inch HDMI Display,Displays & Interfaces,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-12-05,7-inch HDMI Display,Displays & Interfaces,eBay,Source & stock to verify,Affiliate / partner listing
BC-12-06,7-inch Touch Display,Displays & Interfaces,Amazon,Source & stock to verify,Affiliate / partner listing
BC-12-07,10-inch HDMI Display,Displays & Interfaces,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-12-08,13-inch Portable Display,Displays & Interfaces,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-12-09,OLED 0.96-inch Module,Displays & Interfaces,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-12-10,OLED 1.3-inch Module,Displays & Interfaces,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-12-11,LCD Character Display,Displays & Interfaces,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-12-12,LCD I2C Display,Displays & Interfaces,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-12-13,E-Ink Display,Displays & Interfaces,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-12-14,E-Ink HAT,Displays & Interfaces,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-12-15,LED Matrix 8x8,Displays & Interfaces,eBay,Source & stock to verify,Affiliate / partner listing
BC-12-16,LED Matrix 16x16,Displays & Interfaces,Amazon,Source & stock to verify,Affiliate / partner listing
BC-12-17,RGB LED Matrix,Displays & Interfaces,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-12-18,Touchscreen Controller,Displays & Interfaces,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-12-19,Display Adapter Board,Displays & Interfaces,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-12-20,HDMI to CSI Adapter,Displays & Interfaces,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-12-21,DSI Display Cable,Displays & Interfaces,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-12-22,HDMI Display Cable,Displays & Interfaces,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-12-23,Display Mount,Displays & Interfaces,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-12-24,Display Stand,Displays & Interfaces,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-12-25,Portable Touch Display Case,Displays & Interfaces,eBay,Source & stock to verify,Affiliate / partner listing
BC-12-26,Display Cooling Kit,Displays & Interfaces,Amazon,Source & stock to verify,Affiliate / partner listing
BC-12-27,Button Interface Board,Displays & Interfaces,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-12-28,Rotary Encoder Interface,Displays & Interfaces,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-12-29,Joystick Interface Board,Displays & Interfaces,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-12-30,Human Interface Kit,Displays & Interfaces,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-13-01,Wi-Fi USB Adapter,Wireless & Communication,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-13-02,Bluetooth USB Adapter,Wireless & Communication,eBay,Source & stock to verify,Affiliate / partner listing
BC-13-03,BLE Module,Wireless & Communication,Amazon,Source & stock to verify,Affiliate / partner listing
BC-13-04,LoRa Module,Wireless & Communication,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-13-05,LoRa HAT,Wireless & Communication,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-13-06,Zigbee Module,Wireless & Communication,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-13-07,Z-Wave Module,Wireless & Communication,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-13-08,GPS Module,Wireless & Communication,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-13-09,GNSS Module,Wireless & Communication,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-13-10,GSM Module,Wireless & Communication,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-13-11,LTE Module,Wireless & Communication,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-13-12,4G USB Modem,Wireless & Communication,eBay,Source & stock to verify,Affiliate / partner listing
BC-13-13,CAN Bus Module,Wireless & Communication,Amazon,Source & stock to verify,Affiliate / partner listing
BC-13-14,RS485 Module,Wireless & Communication,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-13-15,RS232 Module,Wireless & Communication,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-13-16,UART Bridge,Wireless & Communication,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-13-17,USB to UART Adapter,Wireless & Communication,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-13-18,USB to CAN Adapter,Wireless & Communication,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-13-19,Ethernet Expansion Board,Wireless & Communication,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-13-20,PoE Adapter,Wireless & Communication,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-13-21,RFID Reader,Wireless & Communication,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-13-22,NFC Reader,Wireless & Communication,eBay,Source & stock to verify,Affiliate / partner listing
BC-13-23,433MHz RF Module,Wireless & Communication,Amazon,Source & stock to verify,Affiliate / partner listing
BC-13-24,868MHz RF Module,Wireless & Communication,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-13-25,915MHz RF Module,Wireless & Communication,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-13-26,Infrared Transceiver,Wireless & Communication,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-13-27,IR Remote Receiver,Wireless & Communication,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-13-28,Bluetooth Robot Controller,Wireless & Communication,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-13-29,Wireless Joystick,Wireless & Communication,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-13-30,Wireless Robotics Kit,Wireless & Communication,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-14-01,AI Accelerator Module,AI Edge & Vision Computing,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-14-02,USB AI Accelerator,AI Edge & Vision Computing,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-14-03,PCIe AI Accelerator,AI Edge & Vision Computing,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-14-04,Edge TPU Module,AI Edge & Vision Computing,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-14-05,Neural Compute Module,AI Edge & Vision Computing,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-14-06,Vision AI HAT,AI Edge & Vision Computing,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-14-07,AI Camera Module,AI Edge & Vision Computing,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-14-08,Object Detection Camera,AI Edge & Vision Computing,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-14-09,Face Detection Camera,AI Edge & Vision Computing,eBay,Source & stock to verify,Affiliate / partner listing
BC-14-10,Pose Detection Camera,AI Edge & Vision Computing,Amazon,Source & stock to verify,Affiliate / partner listing
BC-14-11,OCR Vision Module,AI Edge & Vision Computing,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-14-12,Edge Vision Kit,AI Edge & Vision Computing,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-14-13,AI Robotics Starter Kit,AI Edge & Vision Computing,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-14-14,AI Inference Board,AI Edge & Vision Computing,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-14-15,NPU Development Board,AI Edge & Vision Computing,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-14-16,GPU Cooling Kit,AI Edge & Vision Computing,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-14-17,AI Compute Fan Kit,AI Edge & Vision Computing,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-14-18,AI Compute Heatsink,AI Edge & Vision Computing,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-14-19,AI Camera Mount,AI Edge & Vision Computing,eBay,Source & stock to verify,Affiliate / partner listing
BC-14-20,AI Vision Lighting,AI Edge & Vision Computing,Amazon,Source & stock to verify,Affiliate / partner listing
BC-14-21,Stereo Vision Kit,AI Edge & Vision Computing,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-14-22,Depth Vision Kit,AI Edge & Vision Computing,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-14-23,Autonomous Navigation Kit,AI Edge & Vision Computing,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-14-24,SLAM Sensor Kit,AI Edge & Vision Computing,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-14-25,AI Robot Controller,AI Edge & Vision Computing,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-14-26,AI Development Carrier,AI Edge & Vision Computing,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-14-27,AI Expansion HAT,AI Edge & Vision Computing,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-14-28,AI Sensor Bundle,AI Edge & Vision Computing,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-14-29,Edge AI Starter Bundle,AI Edge & Vision Computing,eBay,Source & stock to verify,Affiliate / partner listing
BC-14-30,Robot Vision Development Kit,AI Edge & Vision Computing,Amazon,Source & stock to verify,Affiliate / partner listing
BC-15-01,Pi 4 Case,Cooling Cases & Mounts,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-15-02,Pi 5 Case,Cooling Cases & Mounts,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-15-03,Pi Zero Case,Cooling Cases & Mounts,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-15-04,Pico Case,Cooling Cases & Mounts,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-15-05,Aluminium Pi Case,Cooling Cases & Mounts,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-15-06,ABS Pi Case,Cooling Cases & Mounts,eBay,Source & stock to verify,Affiliate / partner listing
BC-15-07,Transparent Pi Case,Cooling Cases & Mounts,Amazon,Source & stock to verify,Affiliate / partner listing
BC-15-08,Rugged Pi Case,Cooling Cases & Mounts,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-15-09,Fan Case,Cooling Cases & Mounts,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-15-10,Active Cooler,Cooling Cases & Mounts,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-15-11,Heatsink Set,Cooling Cases & Mounts,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-15-12,Thermal Pad Set,Cooling Cases & Mounts,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-15-13,Copper Heatsink,Cooling Cases & Mounts,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-15-14,Aluminium Heatsink,Cooling Cases & Mounts,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-15-15,PWM Cooling Fan,Cooling Cases & Mounts,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-15-16,5V Cooling Fan,Cooling Cases & Mounts,eBay,Source & stock to verify,Affiliate / partner listing
BC-15-17,12V Cooling Fan,Cooling Cases & Mounts,Amazon,Source & stock to verify,Affiliate / partner listing
BC-15-18,Fan HAT,Cooling Cases & Mounts,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-15-19,Case Fan Kit,Cooling Cases & Mounts,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-15-20,Rack Mount Kit,Cooling Cases & Mounts,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-15-21,DIN Rail Mount,Cooling Cases & Mounts,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-15-22,Wall Mount,Cooling Cases & Mounts,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-15-23,Camera Case,Cooling Cases & Mounts,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-15-24,Sensor Enclosure,Cooling Cases & Mounts,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-15-25,Weatherproof Enclosure,Cooling Cases & Mounts,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-15-26,Project Box,Cooling Cases & Mounts,eBay,Source & stock to verify,Affiliate / partner listing
BC-15-27,IP65 Enclosure,Cooling Cases & Mounts,Amazon,Source & stock to verify,Affiliate / partner listing
BC-15-28,Cable Gland Kit,Cooling Cases & Mounts,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-15-29,Ventilation Kit,Cooling Cases & Mounts,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-15-30,Robotics Cooling Bundle,Cooling Cases & Mounts,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-16-01,Mini Breadboard,Prototyping & Breadboards,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-16-02,400-Point Breadboard,Prototyping & Breadboards,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-16-03,830-Point Breadboard,Prototyping & Breadboards,eBay,Source & stock to verify,Affiliate / partner listing
BC-16-04,Solderless Breadboard Kit,Prototyping & Breadboards,Amazon,Source & stock to verify,Affiliate / partner listing
BC-16-05,Breadboard Power Supply,Prototyping & Breadboards,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-16-06,Breadboard Jumper Kit,Prototyping & Breadboards,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-16-07,Prototype PCB,Prototyping & Breadboards,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-16-08,Perfboard,Prototyping & Breadboards,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-16-09,Stripboard,Prototyping & Breadboards,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-16-10,Universal PCB,Prototyping & Breadboards,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-16-11,PCB Screw Terminal Board,Prototyping & Breadboards,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-16-12,Proto HAT,Prototyping & Breadboards,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-16-13,Pi Prototype Board,Prototyping & Breadboards,eBay,Source & stock to verify,Affiliate / partner listing
BC-16-14,Pico Prototype Board,Prototyping & Breadboards,Amazon,Source & stock to verify,Affiliate / partner listing
BC-16-15,GPIO Prototype Board,Prototyping & Breadboards,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-16-16,Soldering Header Kit,Prototyping & Breadboards,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-16-17,Pin Header Strip,Prototyping & Breadboards,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-16-18,Socket Header Strip,Prototyping & Breadboards,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-16-19,Test Point Kit,Prototyping & Breadboards,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-16-20,Wire Loop Kit,Prototyping & Breadboards,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-16-21,Component Organizer,Prototyping & Breadboards,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-16-22,Breadboard Stand,Prototyping & Breadboards,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-16-23,Breadboard Mount Plate,Prototyping & Breadboards,eBay,Source & stock to verify,Affiliate / partner listing
BC-16-24,PCB Holder,Prototyping & Breadboards,Amazon,Source & stock to verify,Affiliate / partner listing
BC-16-25,PCB Clamp,Prototyping & Breadboards,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-16-26,Prototype Enclosure,Prototyping & Breadboards,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-16-27,Circuit Experiment Kit,Prototyping & Breadboards,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-16-28,Maker Prototyping Kit,Prototyping & Breadboards,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-16-29,Electronics Starter Kit,Prototyping & Breadboards,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-16-30,Robotics Prototyping Kit,Prototyping & Breadboards,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-17-01,5mm LED Red,LED Lighting & Indicators,Amazon,Source & stock to verify,Affiliate / partner listing
BC-17-02,5mm LED Green,LED Lighting & Indicators,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-17-03,5mm LED Blue,LED Lighting & Indicators,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-17-04,5mm LED White,LED Lighting & Indicators,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-17-05,5mm LED Yellow,LED Lighting & Indicators,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-17-06,RGB LED,LED Lighting & Indicators,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-17-07,Addressable RGB LED,LED Lighting & Indicators,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-17-08,LED Strip 5V,LED Lighting & Indicators,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-17-09,LED Strip 12V,LED Lighting & Indicators,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-17-10,LED Ring,LED Lighting & Indicators,eBay,Source & stock to verify,Affiliate / partner listing
BC-17-11,RGB LED Ring,LED Lighting & Indicators,Amazon,Source & stock to verify,Affiliate / partner listing
BC-17-12,LED Matrix,LED Lighting & Indicators,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-17-13,LED Bar Graph,LED Lighting & Indicators,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-17-14,Seven Segment Display,LED Lighting & Indicators,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-17-15,Buzzer Module,LED Lighting & Indicators,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-17-16,Active Buzzer,LED Lighting & Indicators,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-17-17,Passive Buzzer,LED Lighting & Indicators,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-17-18,Indicator Lamp,LED Lighting & Indicators,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-17-19,Panel LED,LED Lighting & Indicators,RobotShop,Source & stock to verify,Affiliate / partner listing
BC-17-20,Traffic Light LED Module,LED Lighting & Indicators,eBay,Source & stock to verify,Affiliate / partner listing
BC-17-21,IR LED,LED Lighting & Indicators,Amazon,Source & stock to verify,Affiliate / partner listing
BC-17-22,UV LED,LED Lighting & Indicators,Elecrow,Source & stock to verify,Affiliate / partner listing
BC-17-23,White LED Array,LED Lighting & Indicators,DFRobot,Source & stock to verify,Affiliate / partner listing
BC-17-24,High-Power LED Module,LED Lighting & Indicators,SparkFun,Source & stock to verify,Affiliate / partner listing
BC-17-25,LED Driver Board,LED Lighting & Indicators,ROBOTIS,Source & stock to verify,Affiliate / partner listing
BC-17-26,PWM LED Controller,LED Lighting & Indicators,OpenELAB,Source & stock to verify,Affiliate / partner listing
BC-17-27,RGB Controller,LED Lighting & Indicators,Opencircuit,Source & stock to verify,Affiliate / partner listing
BC-17-28,LED Diffuser Kit,LED Lighting & Indicators,Seeed Studio,Source & stock to verify,Affiliate / partner listing
BC-17-29,Robot Headlight Kit,LED Lighting & Indicators,RobotShop,Source & stock to verify,Affiliate / partner listing
